Topic,Link
Politics,https://www.elperiodico.com/es/politica/20220216/illa-propone-aragones-43-acuerdos-13249160?utm_source=rss-noticias&amp;utm_medium=feed&amp;utm_campaign=politica
Politics,https://diario.elmundo.sv/Política/manes-reitera-rechazo-de-ee-uu-a-personas-vinculadas-a-corrupcion
Politics,https://diario.elmundo.sv/Política/onu-advierte-a-el-salvador-ley-violaria-derecho-internacional
Politics,https://elpais.com/clima-y-medio-ambiente/2022-02-15/las-reservas-de-agua-siguen-cayendo-en-espana-sin-que-se-esperen-lluvias-suficientes-en-febrero-para-remediarlo.html
Politics,https://diario.elmundo.sv/Política/al-iaip-que-no-haya-injerencia-de-instituciones
Politics,https://diario.elmundo.sv/Política/migracion-de-salvadorenos-baja-en-60-dice-embajadora-ee-uu
Politics,https://diario.elmundo.sv/politica/fespad-pide-legislar-causales-de-destitucion-de-magistrados-de-la-csj
Politics,https://www.expansion.com/economia/2022/02/15/620bf873468aeb076b8b463e.html
Politics,https://diario.elmundo.sv/Política/crearian-comision-por-ley-de-reconciliacion
Politics,https://diario.elmundo.sv/Política/evaluarian-peticion-de-extraditar-a-funes
Politics,https://diario.elmundo.sv/Política/ley-de-agua-que-cambios-le-harian-los-ambientalistas-al-proyecto-del-gobierno
Politics,https://diario.elmundo.sv/Política/iaip-sugiere-una-ley-que-obligue-al-estado-a-crear-y-proteger-archivos
Politics,https://diario.elmundo.sv/Política/fmln-condena-contra-funes-es-un-churrito
Politics,https://www.eltiempo.com/elecciones-2022/partidos/jose-daniel-lopez-confia-en-que-vargas-lleras-sea-candidato-650986
Politics,https://diario.elmundo.sv/Política/renuncian-instituciones-privadas-del-comite-del-fondo-de-emergencia
Politics,https://elpais.com/gente/2022-02-16/linda-evangelista-habla-tras-su-problema-estetico-no-me-miro-al-espejo-no-soy-yo.html
Politics,https://diario.elmundo.sv/Política/bukele-nombro-a-pablo-anliker-como-viceministro-de-agricultura
Politics,https://diario.elmundo.sv/Política/probidad-con-400-auditorias-pendientes-y-solo-trabaja-12
Politics,https://diario.elmundo.sv/Política/partidos-difieren-sobre-tarifas-para-aerolineas
Politics,https://diario.elmundo.sv/Política/ee-uu-y-union-europea-se-unieron-a-criticas-de-onu-y-cidh-a-amnistia
Politics,https://diario.elmundo.sv/Política/congresistas-de-eeuu-urgen-a-diputados-discutir-ley-de-agentes-extranjeros-con-oeneges
Politics,https://diario.elmundo.sv/Política/senalan-amnistia-disfrazada-en-ley
Politics,https://diario.elmundo.sv/Política/avanzan-en-aval-de-103-articulos-de-la-ley-de-agua
Politics,https://www.milenio.com/politica/comunidad/busca-ine-tampico-ciudadania-participe-revocacion-mandato
Politics,https://diario.elmundo.sv/Política/critican-examen-toxicologico-para-candidatos-a-diputados
Politics,https://diario.elmundo.sv/Política/en-la-mayoria-de-los-casos-la-reserva-no-logra-pasar-la-prueba
Politics,https://diario.elmundo.sv/Política/transicion-del-gobierno-se-hara-desde-27-de-mayo
Politics,https://diario.elmundo.sv/Política/aunque-se-excusaron-220-ciudadanos-deben-acudir-a-cuidar-urnas
Politics,https://diario.elmundo.sv/Política/diputados-ven-retroceso-en-el-actuar-de-la-policia
Politics,https://diario.elmundo.sv/Política/gobierno-pide-reorientar-excedentes-y-ahorros-en-salud-y-educacion-hacia-donde
Politics,https://diario.elmundo.sv/Política/dania-gonzalez-no-vamos-a-aceptar-ninguna-ley-creada-en-esos-tanques-de-pensamiento
Politics,https://elpais.com/espana/2022-02-16/ramontxu-sobremesa-y-un-jamon-antidotos-contra-la-soledad.html
Politics,https://diario.elmundo.sv/Política/presion-internacional-por-ley-para-mejorar-contrataciones
Politics,https://diario.elmundo.sv/Política/reforma-da-prioridad-a-traslados-de-los-docentes-cuyas-vidas-se-hallen-en-riesgo
Politics,https://diario.elmundo.sv/Política/ley-de-agentes-extranjeros-busca-callar-y-controlar-disidencia-dice-fespad
Politics,https://diario.elmundo.sv/Política/aplazan-inicio-de-los-tribunales-de-mujeres
Politics,https://www.milenio.com/politica/morena-permitir-oposicion-afecte-resultado-urnas
Politics,https://diario.elmundo.sv/Política/viceministra-pide-a-familias-que-piensen-bien-antes-de-decidir-migrar
Politics,https://diario.elmundo.sv/Política/asamblea-concluye-ano-con-220-decretos-y-con-estas-deudas
Politics,https://diario.elmundo.sv/Política/se-debilita-lucha-contra-la-corrupcion-en-el-salvador-dice-consorcio
Politics,https://diario.elmundo.sv/Política/congresista-de-eeuu-la-asamblea-no-debe-apresurarse-a-aprobar-una-ley-de-amnistia
Politics,https://diario.elmundo.sv/Política/polemica-por-obligacion-de-salvadorenos-en-el-exterior-para-empadronarse
Politics,https://elpais.com/cultura/2022-02-17/oscar-martinez-si-no-trasciendes-el-ego-como-actor-te-conviertes-en-un-pelele.html
Politics,https://diario.elmundo.sv/Política/suben-salarios-en-la-imprenta
Politics,https://diario.elmundo.sv/Política/secretario-presidencial-dice-medio-invisibiliza-a-oficina-que-dirige
Politics,https://diario.elmundo.sv/Política/concejo-estudia-ceder-porcion-de-24389-varas-en-el-espino-para-construccion-de-rampas
Politics,https://diario.elmundo.sv/Política/arena-retoma-a-procuradora-como-candidata-a-magistrada
Politics,https://diario.elmundo.sv/Política/piden-prohibir-juicios-abreviados-en-casos-de-corrupcion
Politics,https://diario.elmundo.sv/Política/debatiran-ley-desplazados-por-delincuencia-luego-de-siete-meses-de-atraso
Politics,https://diario.elmundo.sv/Política/diputados-entrevistan-a-los-primeros-10-aspirantes-a-magistrados-de-csj
Politics,https://diario.elmundo.sv/Política/fmln-condena-separacion-de-ninos-migrantes-de-sus-padres-en-frontera-de-eeuu
Politics,https://elpais.com/cultura/2022-02-17/la-hispanic-society-reabre-sus-puertas-y-subraya-la-herencia-mestiza-de-espana-e-iberoamerica.html
Politics,https://www.elperiodico.com/es/politica/20220217/villarejo-hizo-negocios-fbi-traves-13250294?utm_source=rss-noticias&amp;utm_medium=feed&amp;utm_campaign=politica
Politics,https://diario.elmundo.sv/Política/canciller-se-reune-con-secretario-onu-antonio-guterres
Politics,https://elpais.com/planeta-futuro/2022-02-17/hummus-cosmeticos-y-tecnologia-3d-para-una-nueva-vida-en-europa.html
Politics,https://elpais.com/icon/cultura/2022-02-16/un-arbol-cruza-el-mar-como-el-hombre-mas-rico-de-georgia-compra-y-transporta-los-arbustos-de-las-fincas-mas-pobres.html
Politics,https://diario.elmundo.sv/Política/amplian-definicion-de-artista-en-ley-de-cultura-para-darles-incentivos
Politics,https://elpais.com/deportes/2022-02-17/matar-a-messi.html
Politics,https://www.elperiodico.com/es/politica/20220217/fiscalia-pide-2-354-anos-13251706?utm_source=rss-noticias&amp;utm_medium=feed&amp;utm_campaign=politica
Politics,https://www.diariocolatino.com/concejales-de-alcaldias-de-usulutan-renuncian-a-gana/?utm_source=rss&utm_medium=rss&utm_campaign=concejales-de-alcaldias-de-usulutan-renuncian-a-gana
Politics,https://elpais.com/espana/2022-02-17/la-fiscalia-pide-2354-anos-de-carcel-para-josu-ternera-por-el-atentado-contra-la-casa-cuartel-de-zaragoza.html
Politics,https://www.expansion.com/economia/politica/2022/02/17/620dee85e5fdea5e408b4678.html
Politics,https://diario.elmundo.sv/Política/sanchez-con-nota-mas-baja-tras-acuerdos-de-paz
Politics,https://diario.elmundo.sv/Política/dan-14-mills-para-imprimir-en-el-extranjero-1-5-millones-de-duis
Politics,https://diario.elmundo.sv/Política/feministas-marchan-a-la-asamblea-legislativa-para-exigir-la-despenalizacion-del-aborto-en-el-salvador
Politics,https://diario.elmundo.sv/Política/que-implica-un-enfoque-de-genero-en-ley-de-agua-segun-la-alianza
Politics,https://diario.elmundo.sv/Política/ministro-pregunta-si-puede-reorientar-fondos-de-la-csj
Politics,https://diario.elmundo.sv/Política/polemica-por-reforma-a-ley-de-telefonia-por-alteracion-de-decreto
Politics,https://diario.elmundo.sv/Política/partidos-aprueban-que-pandilleros-deportados-estudien-y-trabajen
Politics,https://diario.elmundo.sv/Política/fusades-cancelacion-del-tps-es-una-tragedia-humana
Politics,https://diario.elmundo.sv/Política/viudos-podran-optar-por-mantener-su-apellido-y-ya-no-habra-divorciados
Politics,https://diario.elmundo.sv/Política/hacienda-pide-10-millones-para-ong-pero-prohibe-desvio-a-politicos
Politics,https://diario.elmundo.sv/Política/presidente-califica-a-norman-quijano-de-delincuente
Politics,https://diario.elmundo.sv/Política/benitez-senala-anomalias-en-gestion-de-fortin
Politics,https://diario.elmundo.sv/Política/fmln-y-arena-muestran-preocupacion-sobre-el-proceso-de-elecciones
Politics,https://diario.elmundo.sv/Política/pcn-aclara-que-no-hay-prisa-por-aprobar-reforma
Politics,https://elpais.com/mexico/opinion/2022-02-16/los-escandalos-de-lopez-obrador-erraticos-o-calculados.html
Politics,https://diario.elmundo.sv/Política/gabriela-de-bukele-y-layla-representan-a-la-ninez-salvadorena-en-la-onu
Politics,https://diario.elmundo.sv/Política/aspirantes-niegan-tener-expedientes-penales-en-fiscalia
Politics,https://diario.elmundo.sv/Política/reducen-plazos-para-tramites-en-aduanas
Politics,https://diario.elmundo.sv/Política/presidente-arriba-nueva-york-para-dar-discurso-en-la-onu
Politics,https://diario.elmundo.sv/Política/dilema-en-el-tse-por-como-colocar-banderas-coaligadas-en-papeleta
Politics,https://diario.elmundo.sv/Política/diputados-avalan-solo-nombres-sin-rostros-de-aspirantes-a-suplentes
Politics,https://diario.elmundo.sv/Política/gana-y-fmln-no-ven-relacion-entre-falta-de-la-sala-y-las-elecciones
Politics,https://diario.elmundo.sv/Política/directiva-excluyo-de-agenda-peticion-de-reforma-a-ley-bitcoin
Politics,https://diario.elmundo.sv/Política/sanchez-ceren-viaja-a-la-habana-donde-participara-en-foro-de-sao-paulo
Politics,https://diario.elmundo.sv/Política/director-de-pnc-ira-a-explicar-hechos-del-9-f
Politics,https://elpais.com/babelia/2022-02-17/el-mitico-dia-en-que-peter-hujar-retrato-a-allen-ginsberg.html
Politics,https://diario.elmundo.sv/Política/barricadas-y-umo-recibieron-a-ambientalistas-en-asamblea-galeria
Politics,https://diario.elmundo.sv/Política/presidente-hace-dura-advertencia-a-los-bancos-en-el-salvador
Politics,https://elpais.com/ideas/2022-02-12/zygmunt-bauman-la-agitada-vida-del-pensador-de-la-modernidad-liquida.html
Politics,https://diario.elmundo.sv/Política/canciller-no-vincula-cierre-de-programa-a-relacion-con-los-ee-uu
Politics,https://diario.elmundo.sv/Política/anep-no-somos-partido-politico-ni-oposicion-de-nadie-pero-tambien-nos-toca-ser-criticos
Politics,https://diario.elmundo.sv/Política/ministro-de-agricultura-no-llego-a-explicar-compras-por-ser-nexo-de-covid-19
Politics,https://diario.elmundo.sv/Política/diputada-suplente-de-gana-llama-a-defender-la-vida-tras-revelar-que-es-positiva-a-covid-19
Politics,https://diario.elmundo.sv/Política/gobierno-espera-que-presupuesto-2018-sea-aprobado-antes-de-diciembre
Politics,https://www.milenio.com/politica/patricia-armendariz-apoya-amlo-pausa-entre-mexico-espana
Politics,https://diario.elmundo.sv/Política/calleja-promete-mejorar-red-vial-en-la-union-y-apoyo-a-sector-agropecuario
Politics,https://diario.elmundo.sv/Política/que-pasara-si-falla-la-tecnologia-el-dia-de-las-elecciones-asi-responde-el-tse
Politics,https://diario.elmundo.sv/Política/asi-quedo-la-comision-de-antejuicio-a-quijano-luego-de-pleitos-en-asamblea
Politics,https://diario.elmundo.sv/Política/muyshondt-presenta-proyecto-de-corredor-urbano
Politics,https://elpais.com/planeta-futuro/que-mueve-a/2022-02-16/la-desnutricion-en-guatemala-es-una-estrategia-politica.html
Politics,https://diario.elmundo.sv/Política/funde-ti-y-ac-piden-mision-internacional-contra-impunidad-y-corrupcion-independiente
Politics,https://diario.elmundo.sv/Política/abiertos-a-regular-nivel-de-deudas-de-alcaldias
Politics,https://diario.elmundo.sv/Política/demanda-busca-permitir-candidatos-a-presidente-que-no-sean-partidarios
Politics,https://diario.elmundo.sv/Política/ortega-nacionaliza-a-funes-y-a-su-familia
Politics,https://diario.elmundo.sv/Política/cd-dice-plazo-vencio-a-la-sala-y-que-sus-sentencias-se-respetan
Politics,https://diario.elmundo.sv/Política/asamblea-no-removera-a-familiares-de-diputados
Politics,https://www.diariocolatino.com/breves-citas-visiones-y-alertas/?utm_source=rss&utm_medium=rss&utm_campaign=breves-citas-visiones-y-alertas
Politics,https://diario.elmundo.sv/Política/bukele-y-olivo-se-enfrentan-en-twitter-amedrentamientos-opositores-y-campana-adelantada
Politics,https://elpais.com/internacional/2022-02-16/la-politica-en-colombia-sigue-siendo-una-cosa-de-hombres.html
Politics,https://diario.elmundo.sv/Política/tse-pedira-refuerzo-presupuestario-para-voto-en-el-exterior
Politics,https://diario.elmundo.sv/Política/bukele-apostara-por-mejorar-hospitales-en-jiquilisco
Politics,https://diario.elmundo.sv/Política/diputados-de-nuevas-ideas-ponen-aviso-contra-expresidente-cristiani-por-presunto-enriquecimiento-ilicito
Politics,https://elpais.com/mexico/escaparate/2022-02-16/vitamina-c-para-la-cara-beneficios-consejos-y-el-serum-mas-vendido-de-amazon.html
Politics,https://diario.elmundo.sv/Política/quienes-votaron-y-no-votaron-por-la-reforma-a-la-ley-de-extincion-de-dominio
Politics,https://elpais.com/espana/catalunya/2022-02-17/un-ano-perdido-para-proteger-el-delta-del-llobregat.html
Politics,https://elpais.com/ideas/2022-02-12/philipp-blom-la-gente-toma-antidepresivos-los-ancianos-mueren-en-soledad-esto-es-una-sociedad-ideal.html
Politics,https://diario.elmundo.sv/Política/el-salvador-se-compromete-a-trabajar-con-autoridades-hondurenas
Politics,https://diario.elmundo.sv/Política/para-realizar-estos-viajes-pide-permiso-el-presidente-sanchez-ceren
Politics,https://diario.elmundo.sv/Política/como-justifica-nuevas-ideas-la-resolucion-de-reeleccion-presidencial
Politics,https://diario.elmundo.sv/Política/demanda-pretende-que-cotizantes-sin-edad-de-jubilacion-accedan-a-sus-ahorros
Politics,https://www.milenio.com/politica/aspirantes-candidatura-independiente-tamaulipas-alcanzan-firmas
Politics,https://diario.elmundo.sv/Política/alvarado-es-una-verguenza-que-gobierno-salvadoreno-reconozca-a-maduro
Politics,https://elpais.com/mexico/opinion/2022-02-12/la-doble-diplomacia-de-ebrard.html
Politics,https://diario.elmundo.sv/Política/diputados-evaluan-multar-a-transfugas
Politics,https://diario.elmundo.sv/politica/piden-atencion-medica-permanente-a-pacientes-renales-en-ley-de-trasplantes
Politics,https://diario.elmundo.sv/Política/decreto-obliga-pruebas-a-medicos
Politics,https://diario.elmundo.sv/Política/comisionada-recinos-el-presidente-ha-evitado-el-desborde-de-la-violencia
Politics,https://elpais.com/mexico/2022-02-15/cuauhtemoc-cardenas-no-veo-atropello-de-espana-si-las-empresas-cometieron-delito-que-se-castigue.html
Politics,https://diario.elmundo.sv/Política/podrian-resolver-caso-exvicepresidenta-magistrado
Politics,https://elpais.com/cultura/2022-02-16/alcarras-de-carla-simon-gana-el-oso-de-oro-de-berlin-2022.html
Politics,https://diario.elmundo.sv/politica/diputados-viajaran-a-houston-para-abordar-tema-del-voto-en-el-exterior
Politics,https://diario.elmundo.sv/Política/manifestantes-gritan-cobardes-y-devuelvan-lo-robado-a-diputados-del-fmln
Politics,https://diario.elmundo.sv/Política/fgr-y-onu-presentan-ley-para-combatir-el-lavado-de-dinero
Politics,https://diario.elmundo.sv/Política/corte-plena-con-un-ano-sin-resolver-casos-de-probidad
Politics,https://elpais.com/ideas/2022-02-15/ir-a-un-death-cafe-para-hablar-de-la-muerte-ocurre-mas-a-menudo-de-lo-que-piensas.html
Politics,https://diario.elmundo.sv/Política/critican-consulta-para-nueva-ley-de-reconciliacion
Politics,https://diario.elmundo.sv/Política/enmienda-en-ley-de-eeuu-exigira-reporte-de-funcionarios-corruptos-de-centroamerica
Politics,https://www.milenio.com/politica/heber-lopezez-paga-amlo-periodista-asesinado
Politics,https://diario.elmundo.sv/Política/sanchez-ceren-reduccion-de-migracion-es-por-esfuerzo-propio-no-por-ayuda-de-eeuu
Politics,https://diario.elmundo.sv/Política/crean-subcomision-que-entrevistara-a-candidatos-a-fiscal
Politics,https://diario.elmundo.sv/Política/tse-excluyo-voto-en-el-exterior-y-uso-de-tecnologia-en-reformas-2021
Politics,https://diario.elmundo.sv/Política/presidente-acusa-a-sala-de-violar-orden-juridico-y-dice-tomara-medidas
Politics,https://diario.elmundo.sv/Política/bukele-se-defiende-ante-criticas-de-oposicion
Politics,https://diario.elmundo.sv/Política/sorpresiva-sesion-privada-de-zuniga-con-diputados
Politics,https://diario.elmundo.sv/Política/bukele-funes-pasa-de-asilado-a-criminal
Politics,https://diario.elmundo.sv/Política/gallegos-magana-y-martel-no-presentaron-sus-declaraciones
Politics,https://www.milenio.com/politica/delgado-4t-saldando-deudas-historicas-grupos-marginados
Politics,https://diario.elmundo.sv/Política/las-advertencias-de-federico-anliker-va-a-arder-troya
Politics,https://diario.elmundo.sv/Política/abogados-las-sanciones-a-las-aerolineas-deben-estar-en-una-ley
Politics,https://diario.elmundo.sv/Política/zamora-preve-caida-de-cooperacion-ni-rechaza-afectacion
Politics,https://diario.elmundo.sv/Política/gobierno-pide-una-ley-de-agentes-extranjeros-para-evitar-injerencia
Politics,https://elpais.com/babelia/2022-02-12/paul-thomas-anderson-recrea-el-beverly-hills-de-la-clase-obrera-en-licorice-pizza.html
Politics,https://www.expansion.com/directivos/2022/02/11/620598bde5fdeae26d8b4591.html
Politics,https://diario.elmundo.sv/Política/es-una-ley-que-privatiza-lo-que-ya-esta-de-hecho
Politics,https://diario.elmundo.sv/Política/politica-exterior-de-bukele-segun-los-diputados-desde-erratica-hasta-pragmatica
Politics,https://diario.elmundo.sv/Política/elegirian-el-voto-electronico-como-mecanismo-en-ley-del-voto-en-exterior
Politics,https://diario.elmundo.sv/Política/hoy-aprobaran-tres-prestamos
Politics,https://diario.elmundo.sv/Política/ley-desplazados-pide-fondos-de-impuesto-telefonia
Politics,https://diario.elmundo.sv/Política/pddh-dice-retroactividad-tiene-una-limitante-constitucional
Politics,https://diario.elmundo.sv/Política/dplf-dice-presidente-ataca-a-sala-y-advierte-riesgos
Politics,https://diario.elmundo.sv/Política/por-que-julio-olivo-propone-abrir-las-sesiones-del-tribunal-electoral-en-el-salvador
Politics,https://elpais.com/opinion/2022-02-17/clausewitz-ha-regresado.html
Politics,https://www.expansion.com/economia/politica/2022/02/12/6207bba8468aebe07d8b4604.html
Politics,https://diario.elmundo.sv/Política/duran-cueste-lo-que-cueste-se-debe-ampliar-voto-en-el-exterior
Politics,https://diario.elmundo.sv/Política/procurador-deja-a-asamblea-decision-sobre-penas-para-crimenes-de-guerra
Politics,https://gloria.tv/video/yRrtUtTCfPga6cq2VDJPcgQe4
Politics,http://www.breitbart.com/california/2017/10/17/ice-detainer-issued-for-suspected-wine-country-arsonist-in-sonoma-jail/
Politics,https://www.politico.com/story/2017/05/09/trump-presidents-carter-bush-clinton-238125
Politics,https://www.mirror.co.uk/news/us-news/there-blood-everywhere-terrified-students-12029466
Politics,https://www.newsweek.com/president-donald-trump-kim-jong-un-nobel-peace-prize-north-korea-south-korea-905146
Politics,https://www.thesun.co.uk/news/5999912/buzz-aldrin-ufo-lie-detector-test-alien-life-exists-convinced/
Politics,https://www.haaretz.com/us-news/how-donald-trump-lost-the-war-on-christmas-1.5629520
Politics,https://www.theguardian.com/us-news/2017/aug/12/virginia-unite-the-right-rally-protest-violence
Politics,https://www.nbcnews.com/politics/congress/debbie-wasserman-schultz-aide-arrested-trying-flee-country-n786651
Politics,https://www.vox.com/policy-and-politics/2018/4/2/17164266/trump-russia-mueller-email-hackings-dnc-clinton
Politics,https://web.archive.org/web/20170508145802/http://americanflavor.news:80/2017/05/02/just-barack-obama-arrested-japanese-drug-bust
Politics,http://www.breitbart.com/big-government/2018/02/07/food-stamp-enrollment-drops-4-million-one-month/
Politics,https://web.archive.org/web/20170806200608/https://world-politicus.com/2017/07/08/obama-goes-g20-summit/
Politics,http://www.breitbart.com/live/state-union-fact-check-analysis-livewire/fact-check-no-falls-river-massachusetts-was-not-built-by-immigrants/
Politics,https://halfwaypost.com/2017/07/06/white-house-chef-quits-because-trump-has-only-eaten-fast-food-for-6-months/
Politics,http://www.bbc.com/news/election-us-2016-37987306?ocid=socialflow_twitter
Politics,https://web.archive.org/web/20170629142109/http://stgeorgegazette.com:80/trump-plans-to-resign-within-30-days
Politics,https://web.archive.org/web/20170415165124/http://thenewyorkevening.com:80/2017/04/10/breaking-malia-obama-expelled-harvard
Politics,http://realnewsrightnow.com/2016/04/trump-on-revamping-the-military-were-bringing-back-the-draft/
Politics,http://www.thegatewaypundit.com/2017/12/facebook-picks-sides-alabama-senate-race-shuts-gateway-pundit-breitbart-reports-discredited-allred-accuser/
Politics,https://dailybuzzlive.com/cannibals-arrested-florida/
Politics,https://web.archive.org/web/20171228111229/http://defense-usa.xyz/2017/12/15/boom-roy-moore-takes-the-military-vote-pulls-ahead-by-5k-votes/
Politics,https://www.rollingstone.com/music/news/miley-cyrus-donald-trump-is-a-fking-nightmare-20160302
Politics,https://web.archive.org/web/20170426151139/http://ilovenativeamericans.us/2017/04/25/trump-wants-to-deport-american-indians-to-india/
Politics,http://nymag.com/daily/intelligencer/2018/06/fbi-agent-peter-strzok-will-testify-before-congress.html
Politics,https://www.nbcnews.com/storyline/charleston-church-shooting/charleston-shooter-dylann-roof-moved-death-row-terre-haute-federal-n749671
Politics,https://usawatchdog.com/clinton-foundation-largest-unprosecuted-charity-fraud-in-history-charles-ortel/
Politics,https://gellerreport.com/2018/07/facebook-declaration-independence-hate-speech.html/
Politics,https://www.thegatewaypundit.com/2018/06/trump-approval-rating-better-than-obama-and-reagan-at-same-point-in-their-presidencies/
Politics,https://www.newsweek.com/donna-brazile-book-seth-rich-dnc-murder-conspiracy-702838
Politics,http://www.foxnews.com/us/2018/03/16/ohio-student-suspended-for-staying-in-class-during-walkouts.html
Politics,https://www.nytimes.com/2016/11/25/world/europe/fake-news-donald-trump-hillary-clinton-georgia.html?_r=0
Politics,https://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm598317.htm
Politics,https://activistmommy.com/breaking-roy-moores-accuser-worked-democratic-leaders-actively-campaigning-moores-opponent/
Politics,https://www.thegatewaypundit.com/2018/01/stunning-democrats-boo-parents-girls-murdered-ms-13-killers-new-york-video/
Politics,http://www.unseen-pedia.com/citizens-want-receive-gvt-benefits-must-agree-microchipped-near-future/
Politics,https://observeronline.news/georgia-mosque-keeps-hurricane-harvey-donations-will-send-to-syrian-refugees-instead/
Politics,https://www.justice.gov/opa/pr/attorney-general-sessions-statement-recusal
Politics,http://www.foxnews.com/politics/2018/03/12/ice-removal-key-goal-democrats-in-2020-election.html
Politics,http://empirenews.net/obama-orders-life-sized-bronze-statute-of-himself-to-be-permanently-installed-in-white-house/
Politics,https://unofficialnetworks.com/2016/09/21/man-loses-his-testicles-after-attempting-to-smoke-weed-through-a-scuba-tank/
Politics,https://forums.spacebattles.com/threads/%E2%80%9Cgay-people-should-wear-specially-colored-clothes-to-warn-straight-people%E2%80%9D.362660/
Politics,http://www.thegatewaypundit.com/2017/12/called-gloria-allred-accuser-admits-tampered-roy-moores-yearbook-signature-video/
Politics,http://www.thegatewaypundit.com/2017/09/smoking-gun-san-juan-teamsters-didnt-show-work-distribute-relief-supplies-us-aid-rotting-ports/
Politics,https://observeronline.news/president-trump-signs-executive-order-stripping-nfl-of-non-profit-status/
Politics,https://proconservativenews.com/shaquille-oneal-says-trump-is-possibly-the-best-president-of-the-president-of-all-times-ever-he-is-not-afraid-to/
Politics,http://www.occupydemocrats.com/virginia-republican-wants-schools-to-check-childrens-genitals-before-using-bathroom/
Politics,https://www.inverse.com/article/21717-leonardo-dicaprio-barack-obama-elon-musk-mars-trio-sxsl
Politics,http://inshapetoday.com/now-official-fda-announced-vaccines-causing-autism/
Politics,https://web.archive.org/web/20170412155326/http://southernconservativextra.com:80/thall/texas-law-enforcement-officer-fatally-shot-upon-arriving-for-work-by-3-muslim-refugee-do-you-support-to-deport-them
Politics,https://web.archive.org/web/20160806033734/http://associatedmediacoverage.com/motorcycle-owners-required-install-75-mph-governor-january-2017/
Politics,https://www.newsweek.com/obama-not-trump-may-be-invited-royal-wedding-prince-harry-and-meghan-markle-722899
Politics,https://www.masscops.com/threads/executive-order-leads-to-capture-of-isis-leader-rasheed-muhammad.185305/
Politics,https://news.antiwar.com/2018/04/09/red-crescent-says-no-evidence-of-chemical-attack-in-syrias-douma/
Politics,https://asnowrose.wordpress.com/2016/12/20/breaking-crew-of-air-force-one-refuses-to-fly-obama-6000-miles-just-to-play-golf-buzzfeedusa/
Politics,https://washingtonpress.com/2018/06/25/a-trump-fan-was-just-charged-with-trying-to-murder-maxine-waters-on-same-day-trump-threatened-her/
Politics,https://boingboing.net/2018/04/09/fox-news-accidentally-puts-up.html
Politics,https://www.hollywoodreporter.com/live-feed/daily-shows-michelle-wolf-lands-her-own-netflix-late-night-show-1083705
Politics,https://empirenews.net/police-discover-meth-lab-in-back-room-of-alabama-walmart/
Politics,http://archive.is/DQqCx
Gossip,www.dailymail.co.uk/tvshowbiz/article-5874213/Did-Miley-Cyrus-Liam-Hemsworth-secretly-married.html
Gossip,variety.com/2017/biz/news/tax-march-donald-trump-protest-1202031487/
Gossip,www.dailymail.co.uk/femail/article-3499192/Do-blondes-REALLY-fun-Cindy-Crawford-s-model-daughter-Kaia-Gerber-puts-theory-test-peroxide-wig-dining-Harry-Styles.html
Gossip,variety.com/2018/film/news/list-2018-oscar-nominations-1202668757/
Gossip,www.townandcountrymag.com/society/tradition/a10241220/jfk-jr-princess-diana/
Gossip,www.foxnews.com/entertainment/2016/12/16/biggest-celebrity-scandals-2016.html
Gossip,www.huffingtonpost.com/entry/kate-mckinnon-the-spy-who-dumped-me_us_5b61e93ae4b0fd5c73d59a48
Gossip,www.marieclaire.com.au/selena-gomez-had-the-perfect-response-to-news-of-justin-bieber-s-engagement
Gossip,www.politico.com/story/2017/09/22/full-statement-john-mccain-on-voting-no-on-graham-cassidy-243030
Gossip,www.newidea.com.au/julia-roberts-miracle-baby-at-50
Gossip,www.usmagazine.com/entertainment/news/blake-shelton-gwen-stefani-talk-hookup-on-the-voice-w468013/
Gossip,www.hollywoodreporter.com/lists/emmys-2017-reactions-nominees-1020402
Gossip,www.ibtimes.co.uk/chris-brown-does-not-want-royalty-be-like-north-west-1493960
Gossip,www.usmagazine.com/celebrity-news/news/jennifer-lawrence-says-mother-led-to-darren-aronofsky-split/
Gossip,www.thewrap.com/johnny-depp-settles-lawsuit-against-his-former-business-managers/
Gossip,www.forbes.com/sites/scottmendelson/2018/05/21/halle-berry-and-more-to-join-keanu-reeves-in-third-john-wick-flick/
Gossip,www.foxnews.com/entertainment/2017/11/06/kylie-jenner-slams-altered-photos-amid-pregnancy-rumors.html
Gossip,www.huffingtonpost.com/entry/jennifer-garner-and-ben-affleck-file-for-divorce_us_58f0bf56e4b0da2ff85fdbe5
Gossip,time.com/4653873/donald-trump-immigration-ban/
Gossip,www.usmagazine.com/celebrity-news/news/police-respond-to-kim-kardashians-house-in-apparent-swatting-call-w470430/
Gossip,www.celebitchy.com/547278/did_miley_cyrus_get_mad_at_liam_hemsworth_for_refusing_to_wear_his_promise_ring/
Gossip,www.ok.co.uk/celebrity-news/1423759/prince-philip-dead-the-queen-fuming-fake-rumours-death
Gossip,marriedbiography.com/gwen-stefani-finding-the-inspiration-to-have-another-baby-from-janet-jackson-is-the-story-true-find-out-what-gossip-cop-has-to-say-about-it/
Gossip,www.elitedaily.com/p/are-david-victoria-beckham-divorcing-the-soccer-star-shut-down-the-rumors-9340372
Gossip,www.harpersbazaar.com/celebrity/latest/a13453462/taylor-swift-repuation-magazine-tabloid-criticism/
