url;h1_result
https://www.yenisafak.com/spor/neymar-jorge-jesusu-istemiyor-4582145;Jorge Jesus gitsin yerine Galtier gelsin
https://www.yenisafak.com/spor/once-kayseri-sonra-derbi-4582139;Önce Kayseri sonra derbi
https://www.yenisafak.com/ekonomi/bolgesel-kriz-ortaminda-tekstile-nefes-4582110;Bölgesel kriz ortamında tekstile nefes
https://www.yirmidort.tv/gundem/bakan-fidan-blinken-ile-gorustu-israil-uzerindeki-nufuzunuzu-kullanin-141529;Bakan Fidan Blinken ile görüştü: İsrail üzerindeki nüfuzunuzu kullanın
https://www.yirmidort.tv/gundem/ak-partide-yerel-secim-mesaisi-sozcu-celik-guclu-bir-sekilde-hazirlaniyoruz-141514;AK Parti'de yerel seçim mesaisi... Sözcü Çelik: Güçlü bir şekilde hazırlanıyoruz
https://www.yirmidort.tv/gundem/turkiyeden-macaristana-kritik-ziyaret-16-belge-imzalanacak-141508;Türkiye'den Macaristan'a kritik ziyaret: 16 belge imzalanacak
https://www.yirmidort.tv/gundem/mitten-230-kilometre-derinlikteki-deyrizora-operasyon-pkkypgli-teroristbasi-olduruldu-141496;MİT'ten 230 kilometre derinlikteki Deyrizor'a operasyon! PKK/YPG'li teröristbaşı öldürüldü
https://www.yirmidort.tv/gundem/gorusme-iddialarina-sert-yanit-tumuyle-gercek-disi-141507;Çin'den Suudi Arabistan ve İran'a diplomatik uzlaşmayı sürdürme çağrısı
https://www.yirmidort.tv/dunya/katliamci-israil-gazzede-2-multeci-kampini-hedef-aldi-cok-sayida-filistinli-sehit-oldu-141510;Bebek katili İsrail, Cibaliye beldesini vurdu: En az 30 ölü ve onlarca kişi kayıp
https://www.yirmidort.tv/gundem/cumhurbaskani-erdogan-macaristana-gidiyor-141519;Yahudi işgalciler, abluka altındaki Batı Şeria'da yine Filistinlileri hedef aldı
https://www.yirmidort.tv/gundem/emanet-vekil-kriz-cikardi-gelecek-partisini-rahatsiz-etti-chplilerin-tepkisini-cekti-141513;Emanet vekil kriz çıkardı! Gelecek Partisi'ni rahatsız etti, CHP'lilerin tepkisini çekti
https://www.yirmidort.tv/gundem/istanbulda-buyuk-filistin-yuruyusu-141524;"İstanbul'da ""Büyük Filistin Yürüyüşü"""
https://www.yirmidort.tv/gundem/turkiyeden-almanyaya-din-gorevlisi-gonderme-uygulamasi-sona-eriyor-141223;Türkiye'den Almanya'ya din görevlisi gönderme uygulaması sona eriyor
https://www.turizmguncel.com/makale/rusya-pazarinda-2023-nasil-gecti-2024-nasil-gorunuyor;Rusya pazarında 2023 nasıl geçti, 2024 nasıl görünüyor?
https://www.turizmguncel.com/haber/turk-hava-yollarindan-ingiltereye-kapasite-artisi;Türk Hava Yolları'ndan İngiltere'ye kapasite artışı
https://www.turizmguncel.com/haber/5-vakif-hanin-otel-projesi-icin-onemli-karar;5. Vakıf Han’ın otel projesi için önemli karar
https://www.turizmguncel.com/makale/yapay-zeka-tur-rehberlerine-karsi-insan-tur-rehberleri;Yapay zekâ tur rehberlerine karşı insan tur rehberleri
https://www.turizmguncel.com/haber/hulusi-sahin-antalyada-turizm-12-aya-yayildi;Hulusi Şahin: Antalya’da turizm 12 aya yayıldı
https://www.turizmguncel.com/haber/thyden-355-ucak-icin-airbus-ile-anlasti;THY’den 355 uçak için Airbus ile anlaştı
https://www.turizmguncel.com/haber/istanbula-330-milyon-tl-yatirimla-195-odali-otel;İstanbul’a 330 milyon TL yatırımla 195 odalı otel
https://www.turizmguncel.com/haber/denizlide-icradan-satilik-termal-otel;Denizli’de icradan satılık termal otel
https://www.turizmguncel.com/haber/ramsay-rankoussi-radissonun-turkiyede-yeni-acacagi-otelleri-acikladi;Ramsay Rankoussi, Radisson'un Türkiye'de yeni açacağı otelleri açıkladı
https://www.turizmguncel.com/haber/yuriy-klimenko-ispanya-rus-turistleri-turkiyeye-kaptirdi;Yuriy Klimenko: İspanya Rus turistleri Türkiye’ye kaptırdı
https://www.bloomberght.com/moodys-turkiyenin-kredi-notuna-iliskin-degerlendirme-yapmadi-2344127;BLOOMBERGHT aşağıdakileri yapmak üzere kişisel verilerinizi kullanmak için izninizi istiyor:
https://www.bloomberght.com/resmi-gazete-de-bugun-16122023-2344125;BLOOMBERGHT aşağıdakileri yapmak üzere kişisel verilerinizi kullanmak için izninizi istiyor:
https://www.bloomberght.com/samsung-electronics-turkiyeye-yeni-baskan-2344101;BLOOMBERGHT aşağıdakileri yapmak üzere kişisel verilerinizi kullanmak için izninizi istiyor:
https://www.bloomberght.com/ali-ile-aramizda/video/ali-ile-aramizda-dolunay-soysert-kaan-sekban--12-aralik-2023/71809;BLOOMBERGHT aşağıdakileri yapmak üzere kişisel verilerinizi kullanmak için izninizi istiyor:
https://www.bloomberght.com/haber/video/bir-dakikada-bilmeniz-gerekenler--15-aralik-2023-aksam-bulteni/71909;BLOOMBERGHT aşağıdakileri yapmak üzere kişisel verilerinizi kullanmak için izninizi istiyor:
https://www.bloomberght.com/asli-safakla-isin-asli/video/asli-safakla-isin-asli-hazar-motan-sina-ozer--13-aralik-2023/71846;BLOOMBERGHT aşağıdakileri yapmak üzere kişisel verilerinizi kullanmak için izninizi istiyor:
https://www.bloomberght.com/tarih-keyfi/video/tarih-keyfi-prof-dr-ali-yasar-saribay--14-aralik-2023/71897;BLOOMBERGHT aşağıdakileri yapmak üzere kişisel verilerinizi kullanmak için izninizi istiyor:
https://www.bloomberght.com/pandoranin-meraki/video/pandoranin-meraki-mine-sogut--13-aralik-2023/71847;BLOOMBERGHT aşağıdakileri yapmak üzere kişisel verilerinizi kullanmak için izninizi istiyor:
https://www.bloomberght.com/akustikhane/video/akustikhane-sedanur-alican-deka--17-kasim-2023/70990;BLOOMBERGHT aşağıdakileri yapmak üzere kişisel verilerinizi kullanmak için izninizi istiyor:
https://www.bloomberght.com/fitch-turk-bankalari-performanslarini-iyilestirdi-2344093;BLOOMBERGHT aşağıdakileri yapmak üzere kişisel verilerinizi kullanmak için izninizi istiyor:
https://www.sabah.com.tr/fotohaber/ekonomi/5000-tl-emekli-ikramiyesi-son-dakika-merak-edilen-tarihler-belli-oldu-calisan-emeklilere-5000-tl-ne-zaman-yatacak;Emekli ikramiyesi SON DAKİKA: Merak edilen tarihler belli oldu! Çalışan emeklilere 5000 TL ikramiye ne zaman verilecek?
https://www.sabah.com.tr/ekonomi/bakan-kacir-turkiye-yerli-tasarim-basvurusunda-dunyada-2nci-sirada-6748391;Bakan Kacır: Türkiye, yerli tasarım başvurusunda dünyada 2'nci sırada
https://www.sabah.com.tr/ekonomi/ev-sahibi-ve-kiracilar-dikkat-o-imzayi-atarken-bir-daha-dusunun-yargitaydan-emsal-karar-6748389;Ev sahibi ve kiracılar dikkat! O imzayı atarken bir daha düşünün: Yargıtay'dan emsal karar!
https://www.sabah.com.tr/fotohaber/ekonomi/emekli-maasi-ve-memur-zammi-son-dakika-merkez-bankasi-son-veriyi-acikladi-kok-maas-zammi-ne-kadar-olacak;SGK EMEKLİ MAAŞI VE MEMUR ZAMMI SON DAKİKA: TCMB son veriyi duyurdu! 2024 kök maaş zammı ne kadar olacak?
https://www.sabah.com.tr/fotohaber/ekonomi/son-dakika-turkiyenin-milli-ucak-motorunda-sona-gelindi;SON DAKİKA HABERİ: Türkiye'nin milli uçak motorunda sona gelindi!
https://www.sabah.com.tr/ekonomi/turkiyenin-dogal-gaz-talebinin-2024te-53-milyar-metrekup-olacagi-hesaplaniyor-6748262;Türkiye'nin doğal gaz talebinin 2024'te 53 milyar metreküp olacağı hesaplanıyor
https://www.sabah.com.tr/galeri/ekonomi/1-ocak-2024te-basliyor-sehirler-arasi-yolcu-otobuslerinde-yeni-donem;1 Ocak 2024'te başlıyor! Şehirler arası yolcu otobüslerinde yeni dönem
https://www.sabah.com.tr/ekonomi/turkiye-19-tarim-urununun-uretiminde-dunyada-ilk-4te-yer-aliyor-6748161;Türkiye, 19 tarım ürününün üretiminde dünyada ilk 4'te yer alıyor
https://www.sabah.com.tr/galeri/ekonomi/son-dakika-yeni-asgari-ucret-icin-gozler-ikinci-toplantida-2024-asgari-ucret-ne-kadar-olacak-iste-masadaki-5-senaryo;SON DAKİKA: Yeni asgari ücret için gözler ikinci toplantıda: 2024 asgari ücret ne kadar olacak? İşte masadaki 5 senaryo
https://www.sabah.com.tr/galeri/ekonomi/gabarda-yeni-mujde-umudu-kapanli-1de-calismalar-basladi;Gabar’da yeni müjde umudu: Kapanlı-1’de çalışmalar başladı | Berat Albayrak'ın adımları öncü oldu
https://www.ntvspor.net/futbol/fifa-yeni-turnuvayi-duyurdu-fifa-kitalararasi-kupasi-657f2bc963b1ce005a01a6ab;FIFA yeni turnuvayı duyurdu: FIFA Kıtalararası Kupası
https://www.ntvspor.net/futbol/sadettin-saran-kimdir-nereli-657f24c363b1ce005a01a688;Sadettin Saran kimdir, nereli?
https://www.ntvspor.net/futbol/aston-villa-premier-lig-de-zirveye-oynuyor-657f1e7663b1ce005a01a642;Aston Villa, Premier Lig'de zirveye oynuyor
https://www.ntvspor.net/futbol/arsenal-brighton-engelini-2-golle-gecti-657f1a5f63b1ce005a01a634;Arsenal, Brighton engelini 2 golle geçti
https://www.ntvspor.net/futbol/liverpool-manchester-united-canli-anlatim-657f16c363b1ce005a01a608;Liverpool, Manchester United'a diş geçiremedi
https://www.ntvspor.net/futbol/emre-belozoglu-ndan-faruk-koca-ya-destek-657f0a4863b1ce005a01a585;Emre Belözoğlu'ndan Faruk Koca'ya destek
https://www.ntvspor.net/futbol/hull-city-den-liam-rosenior-a-yeni-sozlesme-657f032863b1ce005a01a4f6;Hull City'den Liam Rosenior'a yeni sözleşme
https://www.ntvspor.net/futbol/milan-monza-ya-karsi-zorlanmadi-657efe5f63b1ce005a01a4de;İtalya Serie A | Milan 3 - 0 Monza (Maç sonucu, puan durumu)
https://www.ntvspor.net/futbol/trabzonspor-dan-sonuclandirma-calismasi-657ef57a63b1ce005a01a314;Trabzonspor'dan sonuçlandırma çalışması
https://www.ntvspor.net/futbol/fenerbahce-kayserispor-macinin-taktigini-calisti-657ee53263b1ce005a01a04c;Fenerbahçe, Kayserispor maçının taktiğini çalıştı
https://www.kuveytturk.com.tr/hakkimizda/kuveyt-turk-hakkinda/bizden-haberler/lonca-girisimcilik-merkezinin-9-donemine-11-girisim-secildi;Lonca Girişimcilik Merkezi’nin  9. dönemine 11 girişim seçildi
https://www.kuveytturk.com.tr/hakkimizda/kuveyt-turk-hakkinda/bizden-haberler/kuveyt-turkten-gelenekten-gelenler-sedef-metal-ahsap-naht-oygu-sergisi;"
                                Kuveyt Türk’ten ‘Gelenekten Gelenler’  sedef-metal-ahşap naht oygu sergisi"
https://www.kuveytturk.com.tr/hakkimizda/kuveyt-turk-hakkinda/bizden-haberler/kuveyt-turkun-api-marketi-acik-bankacilikta-dunya-zirvesinde;"
                                Kuveyt Türk’ün API marketi  açık bankacılıkta dünya zirvesinde"
https://www.kuveytturk.com.tr/hakkimizda/kuveyt-turk-hakkinda/bizden-haberler/kuveyt-turkten-gomulu-finansmanin-yukselisi-raporu;"
                                Kuveyt Türk’ten ‘Gömülü  Finansmanın Yükselişi’ Raporu"
https://www.kuveytturk.com.tr/hakkimizda/kuveyt-turk-hakkinda/bizden-haberler/kuveyt-turkten-okula-donus-kampanyasi-1000-tlye-varan-altin-puan-hediye;Kuveyt Türk’ten okula dönüş kampanyası:  1000 TL’ye varan Altın Puan hediye
https://www.kuveytturk.com.tr/hakkimizda/kuveyt-turk-hakkinda/bizden-haberler/kuveyt-turke-acik-bankacilik-odulu;"
                                Kuveyt Türk’e açık bankacılık ödülü"
https://www.kuveytturk.com.tr/hakkimizda/kuveyt-turk-hakkinda/bizden-haberler/kuveyt-turk-mobil-subeden-teminat-basvuru-hizmetini-baslatti;"
                                Kuveyt Türk mobil şubeden  teminat başvuru hizmetini başlattı"
https://www.kuveytturk.com.tr/hakkimizda/kuveyt-turk-hakkinda/bizden-haberler/startuplara-125-bin-lira-hibe-destegi;Startup’lara 125 bin lira hibe desteği
https://www.kuveytturk.com.tr/hakkimizda/kuveyt-turk-hakkinda/bizden-haberler/kuveyt-turk-gelecegin-bankaciligi-uzerine-kurum-ici-ideathon-duzenledi;"
                                Kuveyt Türk ‘geleceğin bankacılığı’  üzerine kurum içi Ideathon düzenledi"
https://www.kuveytturk.com.tr/hakkimizda/kuveyt-turk-hakkinda/bizden-haberler/81-bin-tohum-topu-milli-agaclandirma-gununde-81-ilde-dogayla-bulusacak;81 bin tohum topu Milli Ağaçlandırma Günü’nde 81 ilde doğayla buluşacak
https://www.hurriyet.com.tr/sporarena/fenerbahcede-ismail-kartaldan-cengiz-undere-uyari-zamani-geldi-42377504;Hürriyet aşağıdakileri yapmak üzere kişisel verilerinizi kullanmak için izninizi istiyor:
https://www.hurriyet.com.tr/gundem/meteorolojiden-haftalik-hava-durumu-tahmini-istanbula-kar-mi-geliyor-hafta-sonu-yine-donacagiz-42377451;Meteoroloji'den haftalık hava durumu tahmini.... İstanbul'a kar mı geliyor? Hafta sonu yine donacağız!
https://www.hurriyet.com.tr/dunya/savas-en-kanli-asamaya-girdi-hamas-gazzeyi-olumcul-bir-labirente-cevirdi-42377419;Hürriyet aşağıdakileri yapmak üzere kişisel verilerinizi kullanmak için izninizi istiyor:
https://www.hurriyet.com.tr/gundem/ak-partide-temayul-yoklamasi-cumhurbaskani-erdogan-istanbul-il-baskanliginda-42377431;Hürriyet aşağıdakileri yapmak üzere kişisel verilerinizi kullanmak için izninizi istiyor:
https://www.hurriyet.com.tr/gundem/son-dakika-cumhurbaskani-erdogan-kktc-cumhurbaskani-tatar-ile-gorustu-42377511;Hürriyet aşağıdakileri yapmak üzere kişisel verilerinizi kullanmak için izninizi istiyor:
https://www.hurriyet.com.tr/gundem/son-dakika-bakan-fidan-ve-blinken-arasinda-kritik-gorusme-42377514;Hürriyet aşağıdakileri yapmak üzere kişisel verilerinizi kullanmak için izninizi istiyor:
https://www.hurriyet.com.tr/sporarena/fenerbahceden-adaya-transfer-cikarmasi-ilk-hedef-caglar-soyuncu-42377506;Hürriyet aşağıdakileri yapmak üzere kişisel verilerinizi kullanmak için izninizi istiyor:
https://www.hurriyet.com.tr/kelebek/magazin/yeni-aski-icin-restorani-kapatti-eski-esten-kritik-uyari-geldi-hem-kalbini-hem-cuzdanini-acik-tutsun-42377278;Yeni aşkı için restoranı kapattı… Eski eşten kritik uyarı geldi: Hem kalbini hem cüzdanını açık tutsun!
https://www.hurriyet.com.tr/gundem/bakan-koca-ile-bozdagin-diyalogu-vekilleri-guldurdu-42377433;Hürriyet aşağıdakileri yapmak üzere kişisel verilerinizi kullanmak için izninizi istiyor:
https://www.hurriyet.com.tr/sporarena/galatasaray-ve-fenerbahcenin-avrupadaki-sampiyonluk-sanslari-yuzde-kac-veriler-belli-oldu-42377400;Galatasaray ve Fenerbahçe'nin Avrupa'daki şampiyonluk şansları yüzde kaç? Veriler belli oldu!
https://www.ntv.com.tr/sporskor/son-dakika-turk-finalinde-eczacibasi-dynavit-dunyasampiyonu-oldu,Vzrp49msn0CIXNBO6KIp-Q;Türk finalinde Eczacıbaşı Dynavit Dünya şampiyonu oldu
https://www.ntv.com.tr/sporskor/emre-belozoglu-baskanimiz-ozgurlugune-kavusursa-oyuncular-motive-olacak,z0u6rkjAv0GyBpNvtlad-Q;Emre Belözoğlu: Başkanımız özgürlüğüne kavuşursa oyuncular motive olacak
https://www.ntv.com.tr/sporskor/son-dakikafenerbahce-beko-sarunas-jasikeviciusla-2de-2-yapti,85X37dQ1NE2hKly2bYEG-g;Fenerbahçe Beko, Sarunas Jasikevicius'la 2'de 2 yaptı
https://www.ntv.com.tr/galeri/ntvpara/asgari-ucrette-zam-pazarligi-basliyor-iste-olasi-zam-oranlarina-gore-yeni-asgari-ucret-hesaplamasi,N1RK2CqPC0yn2gKOlBejUQ;Asgari ücret bu hafta belli olacak (Üçüncü toplantı ne zaman yapılacak?)
https://www.ntv.com.tr/turkiye/cumhurbaskani-erdoganin-istanbul-mesaisi-aday-kim-olacak,sjClfr-lp0iYx1pz0RQI1A;"Cumhurbaşkanı Erdoğan'ın ""İstanbul"" mesaisi: Aday kim olacak?"
https://www.ntv.com.tr/galeri/turkiye/istanbulun-barajlarina-yagmur-bereketi,LbBYUJ3lkEiF84-pYf7BoQ;İstanbul'un barajlarına yağmur bereketi
https://www.ntv.com.tr/turkiye/mitten-suriyede-nokta-operasyon-teroristsirvan-hasan-etkisiz-hale-getirildi,aPgPV0AU_kCFoOiZeXSl1A;MİT'ten Suriye'de nokta operasyon: Terörist Şirvan Hasan etkisiz hale getirildi
https://www.ntv.com.tr/galeri/n-life/magazin/matthew-perrynin-otopsi-raporunun-ardindan-carpici-iddia-o-aslinda-yalan-soyledi,pglCd4mgLky-HKan5pku3w;Matthew Perry'nin otopsi raporunun ardından çarpıcı iddia: O aslında yalan söyledi!
https://www.ntv.com.tr/galeri/turkiye/fenomenlerin-mal-varliklarina-satis-formulu,G1RiuZ3d30uY9q2GNk73BA;Fenomenlerin mal varlıklarına satış formülü
https://www.ntv.com.tr/dunya/israilin-yeni-plani-gazze-ile-misir-sinirina-tunel-onleyici-duvar,kDXvAdSwI0GcUxlnwYBVUw;İsrail'in yeni planı: Gazze ile Mısır sınırına tünel önleyici duvar
https://www.trthaber.com/haber/gundem/bakan-fidan-blinken-ile-gorustu-821470.html;Bakan Fidan, Blinken ile görüştü
https://www.trthaber.com/haber/gundem/ak-parti-istanbul-il-teskilatinda-yerel-secimler-icin-temayul-yoklamasi-821475.html;AK Parti İstanbul İl Teşkilatı'nda yerel seçimler için temayül yoklaması
https://www.trthaber.com/haber/gundem/mitten-suriyede-nokta-operasyon-sozde-sorumlu-terorist-etkisiz-hale-getirildi-821415.html;MİT'ten Suriye'de nokta operasyon: Sözde sorumlu terörist etkisiz hale getirildi
https://www.trthaber.com/haber/turkiye/sehirler-arasi-yolcu-otobuslerine-hiz-takip-sistemi-geliyor-821384.html;Şehirler arası yolcu otobüslerine hız takip sistemi geliyor
https://www.trthaber.com/haber/spor/fivbde-turk-finalinin-kazanani-eczacibasi-dynavit-821438.html;Voleybolda Türk finalinin kazananı Eczacıbaşı Dynavit
https://www.trthaber.com/haber/spor/avrupa-wushu-kungfu-sampiyonasinda-necmettin-erbakan-akyuz-kursude-filistin-bayragi-acti-821444.html;Avrupa Wushu Kungfu Şampiyonası'nda Necmettin Erbakan Akyüz kürsüde Filistin bayrağı açtı
https://www.trthaber.com/haber/turkiye/bursada-marketin-onune-birakilan-taze-ekmekleri-atlar-yedi-821387.html;Bursa'da marketin önüne bırakılan taze ekmekleri atlar yedi
https://www.trthaber.com/haber/dunya/guneste-son-yillarin-en-buyuk-patlamasi-dunyadaki-radyo-sinyalleri-devre-disi-kaldi-821420.html;Güneş'te son yılların en büyük patlaması: Dünya'daki radyo sinyalleri devre dışı kaldı
https://www.trthaber.com/haber/gundem/bakan-goktas-yeni-yilla-birlikte-2-bin-392-engelli-vatandasimizin-atamasini-yapacagiz-821372.html;Bakan Göktaş: Yeni yılla birlikte 2 bin 392 engelli vatandaşımızın atamasını yapacağız
https://www.trthaber.com/haber/turkiye/erzurumdaki-trafik-kazasinda-1-cocuk-hayatini-kaybetti-821335.html;Erzurum'daki trafik kazasında 1 çocuk hayatını kaybetti
https://www.cnnturk.com/dunya/netanyahuya-tepkiler-suruyor-basbakan-olmaya-devam-edemez;"
                            Ebu Ubeyde: Dünya, vicdansız suçlular ve aciz seyirciler olarak ikiye ayrıldı
                        "
https://www.cnnturk.com/spor/voleybol/eczacibasi-vakifbank-maci-kulupler-dunya-sampiyonasi-finali;"
                            Sergen Yalçın: Böyle Bir Durumu Kabul Etmem Söz Konusu Değil!
                        "
https://www.cnnturk.com/turkiye/bakan-fidan-ile-blinken-arasinda-kritik-gorusme;"
                            Dikkat! Meteoroloji Verileri Paylaştı... Yılbaşında Hava Nasıl Olcak?
                        "
https://www.cnnturk.com/video/turkiye/son-dakika-haberi-ak-partinin-adayi-kim-olacak-omer-celik-aciklama-yapiyor;"
                            Dikkat! Meteoroloji Verileri Paylaştı... Yılbaşında Hava Nasıl Olcak?
                        "
https://www.cnnturk.com/video/ekonomi/turkiye/asgari-ucrette-2nci-toplanti-bu-veriler-masada-olacak;"
                            Dikkat! Meteoroloji Verileri Paylaştı... Yılbaşında Hava Nasıl Olcak?
                        "
https://www.cnnturk.com/turkiye/sorusturma-tamamlandi-tekel-bayi-saldirisinda-yeni-gelisme;"
                            Dikkat! Meteoroloji Verileri Paylaştı... Yılbaşında Hava Nasıl Olcak?
                        "
https://www.cnnturk.com/video/turkiye/taskin-bitti-su-kaldi-bir-mahalle-gole-dondu;"
                            Dikkat! Meteoroloji Verileri Paylaştı... Yılbaşında Hava Nasıl Olcak?
                        "
https://www.cnnturk.com/video/turkiye/buyuk-ikramiye-400-milyon-milli-piyango-bayilerinin-onunde-sira-olustu;"
                            Dikkat! Meteoroloji Verileri Paylaştı... Yılbaşında Hava Nasıl Olcak?
                        "
https://www.cnnturk.com/video/dunya/israilli-bakandan-iskenceci-polise-goreve-donme-sozu;"
                            Ebu Ubeyde: Dünya, vicdansız suçlular ve aciz seyirciler olarak ikiye ayrıldı
                        "
https://www.cnnturk.com/spor/futbol/tff-baskani-mehmet-buyukeksi-istifa-etti-mi;"
                            Sergen Yalçın: Böyle Bir Durumu Kabul Etmem Söz Konusu Değil!
                        "
https://www.ndr.de/nachrichten/hamburg/Klima-Aktivisten-am-Hamburg-Airport-Lufthansa-will-Schadenersatz,letztegeneration500.html;"
Klima-Aktivisten am Hamburg Airport: Lufthansa will Schadenersatz"
https://www.ndr.de/nachrichten/niedersachsen/hannover_weser-leinegebiet/Ehemaliger-Hildesheimer-Weihbischof-zu-Hause-attackiert,weihbischof138.html;"
Nach Attacke gegen ehemaligen Weihbischof: Polizei sucht Täter"
https://www.ndr.de/nachrichten/ndrdata/Elektroauto-Foerderung-gestoppt-Absatz-ohnehin-schwach,eautos154.html;"
Elektroauto: Förderung gestoppt - Verkauf ohnehin schwach"
https://www.ndr.de/sport/fussball/Sieg-gegen-Kaiserslautern-Eintracht-Braunschweig-rueckt-an-Rostock-an,eintracht3816.html;"
Sieg gegen Kaiserslautern - Eintracht Braunschweig rückt an Hansa ran"
https://www.ndr.de/sport/fussball/Zweite-Bundesliga-FC-St-Pauli-Wehen-Wiesbaden,pauli7642.html;"
St. Pauli betreibt Chancenwucher und verpasst Herbstmeisterschaft"
https://www.ndr.de/nachrichten/hamburg/Kontrolle-am-Hamburger-Hauptbahnhof-Polizei-findet-Waffen,hauptbahnhof656.html;"
Kontrolle am Hamburger Hauptbahnhof: Polizei findet Waffen"
https://www.ndr.de/nachrichten/hamburg/Feuer-zerstoert-leerstehendes-Hotel-in-Hamburg-Harburg,brand9110.html;"
Feuer zerstört leer stehendes Hotel in Harburg"
https://www.ndr.de/nachrichten/niedersachsen/osnabrueck_emsland/Mann-in-Osnabruecker-Innenstadt-durch-Schuss-schwer-verletzt,schuss132.html;Hand von 21-Jährigem durchschossen: Täter auf der Flucht
https://www.ndr.de/nachrichten/info/Agrardiesel-Subvention-faellt-Morgen-Bauern-Demo-in-Berlin-,bauernproteste160.html;"
Treckerdemo: Wütende Bauern protestieren gegen Kürzungen"
https://www.ndr.de/nachrichten/schleswig-holstein/kurznachrichten/Schleswig-Holstein-aktuell-Nachrichten-im-Ueberblick,news3570.html;"
Schleswig-Holstein aktuell: Nachrichten im Überblick"
https://www1.wdr.de/nachrichten/weihnachten-volle-kirchen-100.html;Darum sind Weihnachten die Kirchen so voll - trotz vieler Kirchenaustritte
https://www1.wdr.de/nachrichten/proteste-landwirte-berlin-brandenburger-tor-100.html;Streit um Agrardiesel-Subventionen: NRW-Landwirte bei Demo in Berlin
https://www1.wdr.de/nachrichten/landespolitik/schattenhaushalt-nrw-schuldenbremse100.html;NRWs Schattenhaushalt
https://www1.wdr.de/nachrichten/lufthansa-schadensersatz-klimaaktivisten-100.html;Lufthansa fordert Schadensersatz von Klimaaktivisten - Droht Beschuldigten Privatinsolvenz?
https://www1.wdr.de/nachrichten/westfalen-lippe/bergung-forstmaschine-arnsberg-ruhr-100.html;Großer Rettungseinsatz: Forstmaschine in Arnsberg umgestürzt
https://www1.wdr.de/nachrichten/ruhrgebiet/tafeln-in-nrw-am-limit-helfer-fehlen-100.html;Tafeln in NRW am Limit: Es werden dringend Helfer gesucht
https://www1.wdr.de/nachrichten/hochwasser-dezember-nrw-100.html;Rhein-Pegelstände fallen: Hochwasser langsam auf dem Rückzug
https://www1.wdr.de/nachrichten/ruhrgebiet/bottrop-sperrung-a42-100.html;A42: Brücke bleibt bis Frühjahr dicht - für Lkw für immer
https://www1.wdr.de/nachrichten/westfalen-lippe/gema-kita-streit-100.html;"Warum die ""Weihnachtsbäckerei"" in Kitas GEMA-Gebühren kostet"
https://www1.wdr.de/nachrichten/nah-dran-podcast-superreiche-deutschland-steuern-100.html;Superreiche in Deutschland – Lücken im Steuersystem?
https://www.mt.de/lokales/minden/Kaputtes-Auto-entfacht-die-Liebe-Jonas-Rieck-moderiert-beim-Radio-und-arbeitet-mit-Immobilien-23737063.html;"
 Kaputtes Auto entfacht die Liebe: Jonas Rieck moderiert beim Radio und arbeitet mit Immobilien
"
https://www.mt.de/lokales/minden/Verkaufsoffener-Sonntag-Tausende-Menschen-stroemen-am-dritten-Advent-in-Mindens-Innenstadt-23737149.html;"
 Verkaufsoffener Sonntag: Tausende Menschen strömen am dritten Advent in Mindens Innenstadt
"
https://www.mt.de/regionales/Unfall-auf-der-A2-bei-Herford-Vier-Fahrzeuge-beteiligt-eine-Person-schwer-verletzt-23736957.html;Unfall auf der A2 bei Herford: Vier Fahrzeuge beteiligt, eine Person schwer verletzt
https://www.mt.de/regionales/Absage-an-den-Kreis-Herford-Bad-Oeynhausen-muss-im-Kreis-Minden-Luebbecke-bleiben-23737207.html;"
 Absage an den Kreis Herford: Bad Oeynhausen muss im Kreis Minden-Lübbecke bleiben
"
https://www.mt.de/lokalsport/gwd-minden/Wieder-reicht-es-nicht-Darum-ist-GWD-Minden-im-Heimspiel-gegen-Nordhorn-eingebrochen-23736956.html;"
 Wieder reicht es nicht: Darum ist GWD Minden im Heimspiel gegen Nordhorn eingebrochen
"
https://www.mt.de/regionales/5-Dinge-die-ein-Feuerwehrmann-an-Weihnachten-und-Silvester-nicht-tun-wuerde-23736423.html;5 Dinge, die ein Feuerwehrmann an Weihnachten und Silvester nicht tun würde
https://www.mt.de/lokales/news/Google-verraet-Das-wurde-2023-in-OWL-am-haeufigsten-gesucht-23736436.html;Google verrät: Das wurde 2023 in OWL am häufigsten gesucht
https://www.mt.de/lokales/hille/Eine-Frage-des-Geldes-Deutliche-Kostensteigerung-beim-Hartumer-Geraetehaus-23737152.html;"
 Eine Frage des Geldes: Deutliche Kostensteigerung beim Hartumer Gerätehaus
"
https://www.mt.de/lokales/hille/Klein-und-schoen-gemuetlich-So-fasziniert-zeigen-sich-die-Gaeste-vom-Rothenuffler-Weihnachtsmarkt-23737075.html;"
 Klein und „schön gemütlich“: So fasziniert zeigen sich die Gäste vom Rothenuffler Weihnachtsmarkt
"
https://www.mt.de/weltnews/nachrichten/nachrichten-aktuell/Deutsche-Brigade-in-Litauen-soll-in-Dienst-gestellt-werden-23736745.html;Nato-Ostflanke: Deutsche Kampfbrigade in Litauen bis 2025
https://www.bundesregierung.de/breg-de/schwerpunkte/krieg-in-der-ukraine/deutschland-hilft-der-ukraine-2160274;So unterstützt Deutschland die Ukraine
https://www.bundesregierung.de/breg-de/schwerpunkte/krieg-in-der-ukraine/faq-waffenlieferungen-2027766;Fragen und Antworten zu Waffenlieferungen
